Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Aegean Airlines,2,"""pay 100 pounds for our backpacks""",3rd November 2021,TRUE,"  My daughter and I flew from London to Athens yesterday. We both had a backpack for our laptops, which we went to London with from Athens, but on the way back we have to pay 100 pounds for our backpacks. I am very upset and the rude Heathrow staff behavior with customers at the gate, and I will never recommend this airline.",,Family Leisure,Economy Class,London to Athens,Nov-21,2,3,1,1,,,2,no
Aegean Airlines,7,"""The biggest letdown are the seats""",10th October 2021,TRUE," On this trip they used a A320neo which is noticeably quieter then the regular one. The all female cabin staff was acting friendly and efficiently. We received a lunchbox consisting of a sandwich and a tasty honey-sesame cookie. A limited range of drinks was served as well. They use the airfi on-board WiFi system for games, news, real-time map etc. The biggest letdown are the seats, with an incredibly tight pitch. Even the ones at Wizz Air have more legroom.",A320 neo,Solo Leisure,Economy Class,Athens to Munich,Oct-21,3,4,4,4,4,4,5,yes
Aegean Airlines,7,"""Nothing to complain about""",2nd October 2021,TRUE,"  Nothing to complain about. Stuttgart to Heraklion/Crete on Sept. 21st and return on Oct. 1st. We booked Aegean for the convenient flight times and their decent luggage policy in the Eco ComfortFlex Fare. Both flights were 100% on time. Check-in procedures were quick and efficient. Due to the chaotic conditions at Heraklion Airport Aegeans punctuality and efficiency cannot be appreciated enough. Flight was ok. The crew was not overly motivated but helpful and friendly. There was a free snack and beverage service, which was nothing special but more than other airlines offer. Interior of plane was a little run down but seat comfort and leg space were ok. Overall the Eco Comfort Flex Fare is a very good value for money. Too bad, Aegean doesn't offer a Business Class on their HER flights, at least not out of STR.",A320,Couple Leisure,Economy Class,Stuttgart to Heraklion,Oct-21,3,3,3,4,,,5,yes
Aegean Airlines,1,"""They canceled my flight""",2nd October 2021,TRUE,  They canceled my flight and did not notify me. I had to look the flight up myself to find out. Then they would only refund with a voucher that they won't send for 2 weeks and that expires in 12 months. So I will have already left Europe by the time I get it and will probably never be able to use it. I couldn't find a new flight within the same day because it was such short notice which screwed up plans for accommodation that I can't get refunded and so on. The stress and money they have cost me is crazy.,,Couple Leisure,Economy Class,Naples to Santorini,Oct-21,,,,,,,1,no
Aegean Airlines,5,"""Aegean did not use to be like that""",26th September 2021,TRUE,"  Accurate departure and arrival, Excellent check in process via the mobile app, clean plane. The new baggage policy has turned Aegean into what i would consider a low-cost carrier. Booking a Flex ticket in order to carry your luggage along with a laptop bag or a purse onboard is unacceptable.  Aegean did not use to be like that. It was always a bit more expensive but the passenger was treated well, with good cabin service and with the ability to have a carry-on and a personal item onboard without having to pay anything extra.",A320,Solo Leisure,Economy Class,Heraklion to Thessaloniki,Sep-21,3,4,2,4,,,3,no
Aegean Airlines,2,"""I was 2 kilos over the limit""",14th September 2021,TRUE,"  My daughter bought this one way flight for me and paid Euro 140 with just cabin luggage. The ground staff representative asked me to change my flight to a flight that was leaving 7 hours later, without any consideration about the amount of money we had spent on this flight or what I was going to be doing for 7 hours at Corfu airport. My daughter had bought me this flight which was two times more expensive than the later one as I do not like to return home when it is dark. When I declined to change, she asked to weigh my cabin luggage. She then told me I was 2 kilos over the limit and I start unpacking my case, otherwise I would have to pay another Euro 35. I eventually left the check in area with my clothes over my arms and eventually repacked my case. While boarding, the same lady reprimanded me because I had repacked my case.  Low cost airlines offer better service and much better value for money.",DHC-8 400 Series,Solo Leisure,Economy Class,Corfu to Athens,Sep-21,3,3,,1,,,1,no
Aegean Airlines,1,"""had to pay for that 60 euros""",12th September 2021,TRUE,"  My wife had a very small hand bag, we had to pay for that 60 euros, so I gave the lady cash, and she answered that they don t accept cash, so i told her what if i don¡¯t have a credit card! She answered me, Sir you can complain at Aegean airline or airport in a rude way. When we arrived to our destination, they broke our luggage. ",Oa 201,Couple Leisure,Economy Class,Rhodes to Geneva via Athens,Sep-21,1,1,,1,,,1,no
Aegean Airlines,3,"""45 mins connection window """,10th September 2021,TRUE,"  Zero arrangements for connection flights. My Aegean flight came 30 mins late and I only had a 45 mins connection window to catch my flight to Thessaloniki with Olympic Air. No one made sure they waited for us, the boarding gate was across the airport so I was running for 15 mins. Had all my papers, covid pass and PFL checked before departure, yet they checked passports with another security check in control despite not leaving the airport. At the end my hand luggage was taken at the plane baggage section because there was no space upstairs. Think about connection flights!",,Solo Leisure,Economy Class,Sofia to Thessaloniki via Athens,Sep-21,4,5,4,3,,,3,no
Aegean Airlines,3,"""now all they have is a snack""",9th September 2021,TRUE,"  I think the theoretical boarding procedures they have in place for covid are really good. Fill the plane from back to front and avoid too many people being on top of each other. The problem is that they do not to execute the boarding procedures the way they say they will and that leads to a lot of confusion. They used to have in flight meals in Economy, now all they have is a snack.  At the end of the flight they squeezed passengers onto a bus.",,Business,Economy Class,Zurich to Athens,Sep-21,1,1,1,1,,,1,no
Aegean Airlines,1,"""Efficient, friendly service""",4th September 2021,FALSE," Larnaca to London Heathrow via Athens. Efficient, friendly service. Check-in at Larnaca was efficient and quick and all docs were checked with professionalism. Bags tagged all the way to Heathrow and boarding passes were given for both flights. Perfect on-board service, as always, for both flights. Would highly recommend this airline and would definitely choose them as my first choice when booking even if this involves a transfer at Athens International Airport. We¡¯ll done Aegean Airlines.",A321,Solo Leisure,Business Class,Larnaca to London Heathrow via Athens,Sep-21,3,5,4,5,3,4,4,yes
